,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
102389,102390,474864,73,14,married,rented,no,Psychologist,Raebareli,Uttar_Pradesh,9,12,0
44945,44946,5625315,69,16,single,rented,no,Fashion_Designer,Indore,Madhya_Pradesh,14,14,0
196093,196094,8818909,41,6,single,rented,yes,Librarian,Bhilwara,Rajasthan,3,13,1
135500,135501,2799879,44,0,single,rented,no,Microbiologist,Jabalpur,Madhya_Pradesh,0,11,0
195284,195285,5221691,42,17,single,rented,no,Police_officer,Ranchi,Jharkhand,4,14,0
193888,193889,7400525,71,0,single,rented,yes,Hotel_Manager,Jalna,Maharashtra,0,11,0
96278,96279,5956675,50,3,single,rented,yes,Biomedical_Engineer,Panvel,Maharashtra,3,13,1
184084,184085,2122622,59,8,single,rented,no,Chemical_engineer,Dhanbad,Jharkhand,8,14,0
19035,19036,6173369,70,17,single,rented,no,Design_Engineer,Kolkata,West_Bengal,14,14,0
135299,135300,6518572,76,17,single,owned,yes,Technology_specialist,Saharsa[29],Bihar,14,12,0
108567,108568,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
164351,164352,6409441,44,13,single,rented,no,Firefighter,Tiruchirappalli[10],Tamil_Nadu,3,11,0
237191,237192,2319309,29,13,single,rented,no,Financial_Analyst,Bahraich,Uttar_Pradesh,5,13,0
109110,109111,1161702,28,4,married,rented,no,Librarian,Gandhinagar,Gujarat,4,14,0
102493,102494,6097020,48,10,single,rented,no,Physician,Gangtok,Sikkim,10,13,0
69807,69808,1464792,65,10,single,owned,no,Technician,Guna,Madhya_Pradesh,10,12,0
52053,52054,6755991,65,0,single,rented,no,Librarian,Anantapuram[24],Andhra_Pradesh,0,12,0
194478,194479,8312895,35,12,single,rented,no,Psychologist,Bhagalpur,Bihar,11,14,0
179570,179571,6650713,72,8,single,rented,no,Librarian,Bulandshahr,Uttar_Pradesh,8,11,0
242370,242371,5851818,56,20,single,rented,no,Army_officer,Pallavaram,Tamil_Nadu,14,14,0
78609,78610,4660756,78,0,single,rented,yes,Physician,Meerut,Uttar_Pradesh,0,12,0
197296,197297,3747330,38,12,single,rented,no,Web_designer,Dewas,Madhya_Pradesh,9,14,0
90842,90843,485503,73,7,single,rented,yes,Police_officer,Bhilai,Chhattisgarh,6,13,0
90063,90064,96682,52,16,married,rented,no,Petroleum_Engineer,Mehsana,Gujarat,11,12,0
67346,67347,9409023,43,5,single,rented,no,Police_officer,Rohtak,Haryana,4,11,0
127818,127819,1827312,59,7,married,rented,no,Mechanical_engineer,Kozhikode,Kerala,7,12,0
194040,194041,2204194,32,17,single,rented,no,Chef,Raurkela_Industrial_Township,Odisha,7,10,0
3434,3435,3835611,22,13,single,rented,no,Secretary,Siliguri,West_Bengal,10,14,0
173845,173846,3045476,22,14,single,rented,no,Microbiologist,Sambalpur,Odisha,7,12,0
32128,32129,2748810,71,2,single,rented,no,Hotel_Manager,Suryapet,Telangana,2,10,0
248473,248474,4437378,39,2,single,rented,no,Software_Developer,Bihar_Sharif,Bihar,2,10,0
156516,156517,5000063,38,17,single,rented,no,Technology_specialist,Yamunanagar,Haryana,5,11,0
91298,91299,90950,69,8,married,rented,yes,Microbiologist,Kulti,West_Bengal,8,10,0
149257,149258,2679981,29,12,single,rented,no,Statistician,Chinsurah,West_Bengal,12,11,0
34484,34485,9834012,50,7,single,rented,no,Dentist,Kozhikode,Kerala,4,14,0
131553,131554,3846842,79,6,single,rented,no,Engineer,Hajipur[31],Bihar,6,11,0
189621,189622,2024213,38,19,single,rented,no,Comedian,Durg,Chhattisgarh,8,14,0
206382,206383,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,1
62198,62199,6432481,72,3,single,rented,yes,Magistrate,Morbi,Gujarat,3,13,1
50970,50971,9082904,29,13,single,rented,no,Artist,Mango,Jharkhand,11,12,0
182914,182915,7675013,24,17,single,rented,yes,Economist,Hazaribagh,Jharkhand,14,13,0
103863,103864,4167093,77,18,single,owned,no,Chartered_Accountant,Farrukhabad,Uttar_Pradesh,13,12,0
223905,223906,754130,78,6,single,owned,no,Financial_Analyst,Baranagar,West_Bengal,6,10,0
222947,222948,1453843,75,17,single,rented,no,Fashion_Designer,Gulbarga,Karnataka,8,13,0
33405,33406,7732113,34,6,single,rented,no,Industrial_Engineer,Bhimavaram,Andhra_Pradesh,6,14,0
38967,38968,2858493,34,3,single,rented,no,Flight_attendant,Anantapuram[24],Andhra_Pradesh,3,12,0
112121,112122,8248454,64,8,single,rented,no,Psychologist,Vellore,Tamil_Nadu,8,14,0
144019,144020,1591827,21,13,single,norent_noown,no,Web_designer,Karawal_Nagar,Delhi,4,12,0
230621,230622,552809,30,0,single,rented,no,Analyst,Vijayanagaram,Andhra_Pradesh,0,10,1
222234,222235,9632057,57,14,single,owned,no,Army_officer,Moradabad,Uttar_Pradesh,7,14,0
186249,186250,2556533,47,14,single,rented,yes,Drafter,Alappuzha,Kerala,3,11,0
151812,151813,1990293,54,15,single,rented,no,Web_designer,Nagpur,Maharashtra,4,10,0
89209,89210,8497267,65,6,single,rented,no,Civil_engineer,Madanapalle,Andhra_Pradesh,6,12,1
78234,78235,7665233,79,10,single,rented,no,Secretary,Erode[17],Tamil_Nadu,3,12,1
66661,66662,1661836,56,13,single,rented,no,Technical_writer,Sambalpur,Odisha,13,14,0
134528,134529,1718145,47,16,single,rented,no,Architect,Chapra,Bihar,4,14,0
151391,151392,1878525,41,5,single,rented,no,Physician,Aurangabad[39],Bihar,5,14,0
49564,49565,1867623,60,2,single,rented,yes,Chef,Ambattur,Tamil_Nadu,2,13,0
162968,162969,7101109,34,0,single,rented,no,Dentist,South_Dumdum,West_Bengal,0,10,0
16668,16669,1578598,50,11,single,rented,no,Software_Developer,Mau,Uttar_Pradesh,11,11,1
233752,233753,1331294,31,18,single,rented,no,Aviator,Asansol,West_Bengal,3,12,0
13797,13798,2402518,34,7,single,rented,yes,Magistrate,Mango,Jharkhand,4,11,0
239627,239628,2586961,27,8,single,norent_noown,no,Industrial_Engineer,Cuttack,Odisha,6,13,0
115510,115511,4932179,24,2,single,rented,no,Chemical_engineer,Danapur,Bihar,2,10,0
182318,182319,1364891,62,19,single,rented,yes,Lawyer,Mehsana,Gujarat,10,14,0
209721,209722,408434,34,8,single,rented,yes,Chartered_Accountant,Suryapet,Telangana,4,12,0
134885,134886,555485,31,15,single,rented,yes,Magistrate,Sikar,Rajasthan,12,11,0
189224,189225,6415225,54,13,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,3,13,0
61665,61666,8771012,64,17,single,rented,no,Lawyer,Bikaner,Rajasthan,12,10,0
132897,132898,7410201,57,8,single,rented,no,Microbiologist,Raipur,Chhattisgarh,5,12,0
250278,250279,5194581,27,19,single,rented,yes,Firefighter,Nagercoil,Tamil_Nadu,9,11,1
15901,15902,6712876,51,17,single,rented,yes,Librarian,Panchkula,Haryana,3,14,0
166487,166488,6460510,23,17,married,rented,no,Biomedical_Engineer,Siliguri,West_Bengal,12,14,0
168188,168189,848556,70,6,single,rented,yes,Hotel_Manager,New_Delhi,Delhi,6,10,0
108634,108635,2024213,38,19,single,rented,no,Comedian,Durg,Chhattisgarh,8,14,1
64962,64963,4184636,55,2,single,rented,yes,Official,Amritsar,Punjab,2,10,0
143003,143004,5752584,30,5,single,rented,no,Politician,Bihar_Sharif,Bihar,4,11,0
29541,29542,2672719,67,16,single,rented,no,Web_designer,Khammam,Telangana,14,10,0
185258,185259,9296631,31,19,single,rented,no,Psychologist,Tiruchirappalli[10],Tamil_Nadu,11,12,0
2776,2777,4750625,21,8,single,rented,yes,Statistician,Maheshtala,West_Bengal,4,13,0
25767,25768,5591112,50,16,single,rented,no,Magistrate,Salem,Tamil_Nadu,9,11,0
157108,157109,4449069,36,17,single,owned,yes,Magistrate,Sasaram[30],Bihar,7,11,0
188580,188581,3352999,54,16,single,rented,no,Consultant,Bidar,Karnataka,14,11,0
170447,170448,7906410,60,8,single,rented,no,Chemical_engineer,New_Delhi,Delhi,8,11,0
104282,104283,5294937,53,8,married,rented,no,Mechanical_engineer,Belgaum,Karnataka,8,12,0
129857,129858,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
164448,164449,955441,79,19,single,rented,yes,Magistrate,Bhilwara,Rajasthan,13,12,0
132438,132439,170128,29,17,single,rented,no,Analyst,Ambala,Haryana,12,12,0
793,794,6851175,23,14,single,rented,yes,Firefighter,Satara,Maharashtra,8,14,0
188446,188447,5236105,23,7,married,rented,no,Web_designer,Shimla,Himachal_Pradesh,7,13,0
244645,244646,6367679,72,12,single,rented,yes,Chemical_engineer,Ongole,Andhra_Pradesh,7,11,0
165975,165976,5462646,42,18,married,rented,no,Politician,Sambhal,Uttar_Pradesh,11,11,0
91709,91710,5448168,46,18,single,rented,no,Magistrate,Tadipatri,Andhra_Pradesh,6,10,0
196438,196439,8964405,67,15,single,rented,no,Surgeon,Kavali,Andhra_Pradesh,8,10,0
151433,151434,6448514,30,6,single,rented,no,Magistrate,Bihar_Sharif,Bihar,6,10,0
125786,125787,7855403,35,0,single,rented,yes,Fashion_Designer,Bhilwara,Rajasthan,0,10,0
76959,76960,4022242,69,17,single,rented,no,Magistrate,Panihati,West_Bengal,9,12,0
147994,147995,9275320,28,12,single,rented,no,Civil_engineer,Bhiwandi,Maharashtra,3,13,1
61128,61129,5413550,53,18,single,owned,yes,Aviator,Junagadh,Gujarat,12,12,0
237720,237721,5259981,43,4,single,rented,no,Flight_attendant,Vasai-Virar,Maharashtra,4,11,0
54448,54449,220528,72,18,married,rented,no,Technology_specialist,Hapur,Uttar_Pradesh,4,12,0
52178,52179,5025618,35,7,single,rented,no,Artist,Parbhani,Maharashtra,7,12,0
193903,193904,7302589,63,18,single,rented,no,Secretary,Tiruppur,Tamil_Nadu,14,12,0
63758,63759,5160725,46,16,single,rented,no,Hotel_Manager,Loni,Uttar_Pradesh,3,11,0
225638,225639,6786208,63,0,single,rented,yes,Technology_specialist,Phusro,Jharkhand,0,11,0
88696,88697,5569222,60,15,single,rented,no,Psychologist,Haldia,West_Bengal,13,11,0
84508,84509,5827981,34,1,single,rented,no,Technical_writer,Deoghar,Jharkhand,1,12,0
30782,30783,9222946,69,19,single,rented,no,Aviator,Sasaram[30],Bihar,3,12,0
139293,139294,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
203616,203617,3495631,56,18,single,rented,no,Microbiologist,Malegaon,Maharashtra,3,13,0
141627,141628,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0
65286,65287,4912024,63,20,single,rented,yes,Consultant,Raiganj,West_Bengal,4,14,0
127875,127876,3771768,38,13,single,rented,no,Army_officer,Guntur[13],Andhra_Pradesh,9,13,0
232095,232096,8133447,66,18,single,rented,no,Microbiologist,Gudivada,Andhra_Pradesh,4,13,0
86603,86604,2028733,38,4,single,rented,yes,Architect,Nashik,Maharashtra,4,11,0
11088,11089,4356905,62,2,single,norent_noown,yes,Scientist,Meerut,Uttar_Pradesh,2,13,0
251829,251830,267130,71,10,single,rented,yes,Surveyor,Panipat,Haryana,6,10,0
187109,187110,5097581,45,14,single,rented,no,Librarian,Durgapur,West_Bengal,10,11,0
156230,156231,1583605,45,13,single,rented,no,Aviator,Ratlam,Madhya_Pradesh,13,14,0
167006,167007,8455363,78,9,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,11,0
163081,163082,7600748,59,13,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,10,0
107680,107681,5982800,39,12,single,rented,no,Analyst,Chandrapur,Maharashtra,12,10,0
235697,235698,3662354,37,15,single,rented,yes,Graphic_Designer,Dibrugarh,Assam,10,10,1
37427,37428,4433099,72,17,single,rented,yes,Surgeon,Bhubaneswar,Odisha,8,13,0
116306,116307,2755203,64,15,single,rented,no,Aviator,Nanded,Maharashtra,11,12,0
216489,216490,477849,34,12,single,rented,no,Civil_servant,Kolkata,West_Bengal,4,12,0
50074,50075,4772948,46,17,single,rented,no,Air_traffic_controller,Muzaffarnagar,Uttar_Pradesh,11,14,1
172845,172846,4171960,73,16,single,rented,no,Magistrate,Gorakhpur,Uttar_Pradesh,10,10,0
156227,156228,3602419,48,12,single,rented,yes,Petroleum_Engineer,Saharsa[29],Bihar,8,11,0
42349,42350,7177475,54,9,single,rented,yes,Artist,Kavali,Andhra_Pradesh,7,12,0
30777,30778,5358407,22,3,single,rented,no,Software_Developer,Hosur,Tamil_Nadu,3,10,0
117788,117789,4544920,36,15,single,rented,no,Chartered_Accountant,Morena,Madhya_Pradesh,7,10,0
236630,236631,9693553,23,19,single,rented,yes,Artist,Pondicherry,Puducherry,11,11,1
14929,14930,277942,59,16,single,rented,no,Chef,Pali,Rajasthan,10,11,0
234648,234649,865280,36,18,single,owned,no,Industrial_Engineer,Indore,Madhya_Pradesh,11,11,1
166337,166338,8997854,36,16,single,rented,no,Chef,Udupi,Karnataka,5,10,0
141801,141802,5844230,44,9,single,rented,no,Computer_hardware_engineer,Ajmer,Rajasthan,9,13,0
219120,219121,5118122,48,3,single,rented,no,Librarian,Serampore,West_Bengal,3,13,0
60367,60368,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
71721,71722,450549,22,3,single,rented,yes,Official,Agra,Uttar_Pradesh,3,13,0
142427,142428,2287264,30,14,single,rented,no,Firefighter,Thanjavur,Tamil_Nadu,4,10,0
30510,30511,3755504,59,14,single,norent_noown,no,Army_officer,Sambalpur,Odisha,8,12,0
54664,54665,1868963,73,16,single,rented,yes,Computer_hardware_engineer,"Khora,_Ghaziabad",Uttar_Pradesh,7,12,0
209694,209695,4664922,24,12,single,rented,no,Biomedical_Engineer,Shahjahanpur,Uttar_Pradesh,12,14,0
214018,214019,8996000,75,14,single,rented,yes,Air_traffic_controller,Srinagar,Jammu_and_Kashmir,9,11,0
177477,177478,3843088,44,10,single,rented,yes,Technical_writer,Agartala,Tripura,6,10,1
205633,205634,2259654,42,2,single,rented,no,Mechanical_engineer,Davanagere,Karnataka,2,10,1
25289,25290,9904602,51,14,single,rented,no,Dentist,Rajpur_Sonarpur,West_Bengal,6,11,0
232395,232396,4621744,47,17,single,rented,no,Designer,Sonipat,Haryana,10,11,0
89864,89865,9514759,34,15,single,owned,yes,Lawyer,Vijayawada,Andhra_Pradesh,4,12,0
108659,108660,8744579,34,3,married,rented,yes,Web_designer,Bikaner,Rajasthan,3,12,0
175581,175582,5642075,53,8,single,rented,no,Chef,Durg,Chhattisgarh,8,14,1
207730,207731,2439128,55,7,single,rented,no,Physician,Morena,Madhya_Pradesh,7,10,0
143435,143436,5156318,72,4,single,rented,no,Consultant,Tirunelveli,Tamil_Nadu,4,14,0
154623,154624,3301023,33,16,married,rented,no,Police_officer,Panchkula,Haryana,4,11,0
102568,102569,6198292,78,17,single,rented,no,Psychologist,Mangalore,Karnataka,7,11,0
45930,45931,8906336,69,18,married,rented,yes,Mechanical_engineer,Bikaner,Rajasthan,13,11,0
237843,237844,1802065,25,16,single,rented,yes,Engineer,Amravati,Maharashtra,9,10,0
70889,70890,4593497,33,15,married,rented,no,Biomedical_Engineer,Begusarai,Bihar,8,14,1
62125,62126,2729670,23,10,single,rented,no,Army_officer,Secunderabad,Telangana,10,13,0
162819,162820,726110,68,18,single,norent_noown,yes,Software_Developer,Medininagar,Jharkhand,10,13,0
41514,41515,5136629,76,6,married,rented,no,Artist,Lucknow,Uttar_Pradesh,6,13,0
208362,208363,7915651,64,8,single,rented,no,Psychologist,Jamnagar,Gujarat,3,12,0
21298,21299,2461995,65,11,single,rented,no,Computer_operator,Sasaram[30],Bihar,11,11,0
534,535,8370021,40,5,single,rented,no,Technical_writer,Gulbarga,Karnataka,5,14,0
185311,185312,61219,24,7,single,rented,no,Surgeon,Arrah,Bihar,7,14,0
131642,131643,3672369,60,12,single,rented,no,Computer_operator,Hazaribagh,Jharkhand,6,12,0
147635,147636,5865272,61,18,single,rented,no,Artist,Amravati,Maharashtra,9,11,0
243322,243323,7943339,26,11,single,rented,no,Mechanical_engineer,Belgaum,Karnataka,11,14,0
164822,164823,4313468,35,10,married,rented,no,Analyst,Kavali,Andhra_Pradesh,6,11,0
219140,219141,291237,38,19,single,rented,yes,Chemical_engineer,Tinsukia,Assam,6,14,0
73729,73730,8908371,25,16,single,rented,no,Chef,Guwahati,Assam,7,11,0
163557,163558,7532651,49,15,married,rented,no,Comedian,Kalyan-Dombivli,Maharashtra,9,12,0
170770,170771,4811867,41,18,married,rented,no,Civil_servant,Belgaum,Karnataka,10,10,0
105857,105858,5920246,75,13,single,rented,yes,Technology_specialist,Bathinda,Punjab,13,13,0
203921,203922,6222541,45,19,single,norent_noown,no,Web_designer,Guntur[13],Andhra_Pradesh,11,12,0
43380,43381,2416807,70,10,single,rented,no,Firefighter,Bhalswa_Jahangir_Pur,Delhi,4,12,0
206423,206424,4612685,25,19,single,rented,yes,Statistician,Tiruchirappalli[10],Tamil_Nadu,8,11,0
134197,134198,612456,54,16,single,rented,no,Financial_Analyst,Agartala,Tripura,9,11,0
224770,224771,4015626,64,6,single,rented,yes,Comedian,Howrah,West_Bengal,6,12,0
28611,28612,8442518,71,6,single,rented,yes,Petroleum_Engineer,Gandhidham,Gujarat,6,11,0
144028,144029,5176469,45,2,single,rented,yes,Graphic_Designer,Medininagar,Jharkhand,2,12,0
209383,209384,7440935,34,0,single,rented,yes,Chemical_engineer,Raiganj,West_Bengal,0,14,0
47501,47502,2936833,57,9,single,rented,yes,Biomedical_Engineer,Haldia,West_Bengal,9,13,0
197592,197593,6244382,58,10,single,rented,no,Firefighter,Bulandshahr,Uttar_Pradesh,4,10,0
76836,76837,3711494,63,6,single,rented,yes,Scientist,Maheshtala,West_Bengal,6,14,0
41023,41024,1232057,28,10,single,owned,no,Politician,Bareilly,Uttar_Pradesh,7,13,0
240835,240836,3180032,29,19,single,rented,yes,Financial_Analyst,Amritsar,Punjab,14,12,0
200581,200582,3829485,32,2,single,rented,no,Civil_engineer,Ozhukarai,Puducherry,2,12,0
207968,207969,4244135,30,9,single,rented,no,Librarian,Thanjavur,Tamil_Nadu,9,10,0
248249,248250,5196410,40,19,single,rented,no,Physician,Bhagalpur,Bihar,7,10,1
201196,201197,7226673,23,6,single,rented,no,Flight_attendant,Mysore[7][8][9],Karnataka,5,10,0
40994,40995,801797,45,16,single,rented,no,Firefighter,Nangloi_Jat,Delhi,10,14,0
247158,247159,2922043,56,19,single,rented,yes,Artist,Bathinda,Punjab,6,10,0
230615,230616,1246854,21,8,single,rented,yes,Army_officer,Sikar,Rajasthan,8,11,0
79671,79672,752752,76,3,single,rented,no,Physician,Ahmedabad,Gujarat,3,12,1
245627,245628,2673149,73,11,single,rented,yes,Official,Hyderabad,Telangana,5,12,0
8640,8641,4280751,38,12,single,rented,no,Chemical_engineer,Mahbubnagar,Telangana,8,11,0
124250,124251,8788135,77,7,married,rented,no,Petroleum_Engineer,Ongole,Andhra_Pradesh,7,11,0
199685,199686,7440752,70,10,single,rented,no,Web_designer,Patna,Bihar,10,11,1
124888,124889,8487221,26,2,married,rented,no,Statistician,Cuttack,Odisha,2,12,0
133535,133536,1359452,59,5,married,rented,no,Financial_Analyst,Kota[6],Rajasthan,5,14,0
247982,247983,5477313,41,20,single,rented,no,Architect,Gandhinagar,Gujarat,12,10,0
151824,151825,4477660,30,0,married,rented,yes,Lawyer,Saharanpur,Uttar_Pradesh,0,14,1
120602,120603,5832406,24,4,single,rented,yes,Designer,Sangli-Miraj_&_Kupwad,Maharashtra,4,12,0
85253,85254,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
82673,82674,2152981,77,14,single,rented,yes,Technician,Bally,West_Bengal,11,10,0
93874,93875,5403583,44,14,married,rented,yes,Geologist,Navi_Mumbai,Maharashtra,8,12,0
88715,88716,6910809,41,10,single,rented,yes,Artist,Indore,Madhya_Pradesh,5,12,0
242303,242304,2048967,77,16,single,rented,no,Secretary,Shahjahanpur,Uttar_Pradesh,8,11,1
198571,198572,4806341,79,3,single,rented,no,Computer_operator,Panchkula,Haryana,3,13,0
137139,137140,622487,64,10,single,rented,no,Biomedical_Engineer,Durg,Chhattisgarh,10,10,0
29058,29059,140981,36,17,single,rented,yes,Consultant,Buxar[37],Bihar,9,12,0
219339,219340,1583652,76,13,married,rented,no,Army_officer,Sikar,Rajasthan,13,13,0
90524,90525,6605548,61,7,single,rented,no,Petroleum_Engineer,Ramgarh,Jharkhand,7,13,0
9907,9908,413950,37,14,single,rented,no,Magistrate,Bareilly,Uttar_Pradesh,6,11,0
34265,34266,3921208,43,20,single,rented,yes,Financial_Analyst,Buxar[37],Bihar,11,12,0
106276,106277,7065695,72,6,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,6,12,0
9190,9191,8001567,35,1,single,rented,no,Firefighter,Bikaner,Rajasthan,1,12,0
174076,174077,5931557,67,8,single,rented,yes,Physician,Rajpur_Sonarpur,West_Bengal,8,12,0
5413,5414,8390825,30,11,single,rented,no,Secretary,Bidhannagar,West_Bengal,7,10,0
132813,132814,6940796,46,17,single,rented,no,Analyst,Bhiwandi,Maharashtra,9,11,0
212271,212272,8355348,63,9,single,rented,yes,Drafter,Etawah,Uttar_Pradesh,5,14,0
139426,139427,6987406,27,10,single,rented,no,Scientist,Agra,Uttar_Pradesh,8,11,1
138037,138038,548714,41,11,single,rented,no,Statistician,Kolhapur,Maharashtra,11,11,0
157607,157608,5187612,39,6,single,rented,no,Software_Developer,Ongole,Andhra_Pradesh,6,12,0
167770,167771,5628436,48,13,single,rented,no,Computer_hardware_engineer,Danapur,Bihar,10,10,0
201680,201681,3255548,63,14,single,rented,no,Chef,Agra,Uttar_Pradesh,14,12,0
54454,54455,1700810,79,1,single,rented,no,Financial_Analyst,Bardhaman,West_Bengal,1,12,0
32151,32152,8245315,30,12,single,rented,no,Magistrate,Raurkela_Industrial_Township,Odisha,4,11,0
133645,133646,3521091,54,5,married,rented,no,Mechanical_engineer,Kadapa[23],Andhra_Pradesh,5,14,0
66234,66235,8953239,65,13,single,rented,no,Computer_operator,Ahmednagar,Maharashtra,3,10,0
86270,86271,9423566,49,7,single,rented,yes,Civil_servant,Nanded,Maharashtra,3,14,1
155274,155275,2646140,36,6,single,rented,no,Secretary,Pali,Rajasthan,6,12,0
144173,144174,9774160,24,9,single,rented,yes,Mechanical_engineer,Malegaon,Maharashtra,9,12,0
139125,139126,290909,43,8,single,rented,no,Politician,Kozhikode,Kerala,5,13,0
225291,225292,8472760,65,13,single,rented,no,Librarian,"Khora,_Ghaziabad",Uttar_Pradesh,10,14,0
171786,171787,5576354,76,20,single,rented,yes,Firefighter,Dharmavaram,Andhra_Pradesh,6,10,0
51299,51300,3290138,36,13,single,rented,no,Dentist,Jehanabad[38],Bihar,8,12,1
29217,29218,9961539,41,8,single,owned,yes,Geologist,Sambhal,Uttar_Pradesh,8,10,0
247472,247473,4086760,53,1,single,rented,yes,Psychologist,Vadodara,Gujarat,1,10,0
224222,224223,7422929,48,8,single,rented,yes,Architect,Chapra,Bihar,7,14,0
249569,249570,3316788,79,19,single,rented,no,Artist,Chandigarh_city,Chandigarh,4,11,0
125271,125272,2357771,59,1,single,rented,yes,Army_officer,Kottayam,Kerala,1,12,1
35841,35842,9128273,76,7,single,rented,no,Aviator,Secunderabad,Telangana,4,11,0
184797,184798,1803983,31,7,single,rented,no,Technical_writer,Bardhaman,West_Bengal,7,14,0
234067,234068,9176145,52,6,married,rented,no,Biomedical_Engineer,Malda,West_Bengal,6,11,0
72195,72196,5544342,73,4,single,owned,no,Mechanical_engineer,Ghaziabad,Uttar_Pradesh,4,12,0
105769,105770,612912,66,15,single,rented,no,Chef,Kanpur,Uttar_Pradesh,14,12,0
181051,181052,8663784,42,9,single,rented,no,Architect,Satara,Maharashtra,9,10,0
4772,4773,4492575,39,17,single,rented,yes,Chef,Bhind,Madhya_Pradesh,10,13,0
83960,83961,5923212,57,2,single,rented,yes,Chemical_engineer,Sikar,Rajasthan,2,11,0
222383,222384,5263125,39,11,married,rented,no,Software_Developer,Malda,West_Bengal,3,12,0
29068,29069,9772588,72,16,single,rented,yes,Geologist,North_Dumdum,West_Bengal,8,12,0
80071,80072,3181072,57,12,single,rented,yes,Analyst,Howrah,West_Bengal,10,12,0
151629,151630,3426767,67,1,single,rented,no,Microbiologist,Bhimavaram,Andhra_Pradesh,1,12,0
215028,215029,7027850,45,13,single,rented,no,Technician,Anantapuram[24],Andhra_Pradesh,7,14,0
55071,55072,8143512,31,7,single,rented,no,Financial_Analyst,Thoothukudi,Tamil_Nadu,6,14,0
77875,77876,4829059,59,17,married,rented,no,Geologist,Phagwara,Punjab,11,13,0
235574,235575,1164431,52,20,single,rented,no,Lawyer,Anantapuram[24],Andhra_Pradesh,5,11,0
43632,43633,6802871,54,20,single,rented,yes,Industrial_Engineer,Kadapa[23],Andhra_Pradesh,7,13,0
20550,20551,7622856,59,5,single,owned,no,Lawyer,Thanjavur,Tamil_Nadu,5,11,0
109985,109986,7257927,75,18,single,rented,no,Chef,Silchar,Assam,10,13,0
71115,71116,8745080,55,18,single,rented,yes,Librarian,Erode[17],Tamil_Nadu,4,13,1
19576,19577,4665440,59,5,single,rented,no,Magistrate,Pondicherry,Puducherry,5,11,0
181091,181092,8892861,26,8,single,rented,yes,Psychologist,Kharagpur,West_Bengal,4,14,0
200578,200579,8793461,53,18,single,rented,no,Politician,Gulbarga,Karnataka,8,10,0
187067,187068,3612614,62,15,single,rented,no,Consultant,Bhatpara,West_Bengal,14,14,0
70245,70246,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
42886,42887,6003650,53,12,single,rented,no,Design_Engineer,Narasaraopet,Andhra_Pradesh,10,10,0
146243,146244,7884489,25,14,single,rented,no,Graphic_Designer,Dhule,Maharashtra,9,13,0
201675,201676,2797000,52,6,single,rented,yes,Chef,Thrissur,Kerala,5,13,0
140119,140120,4804453,41,0,single,rented,no,Dentist,Bardhaman,West_Bengal,0,14,0
40437,40438,5975878,56,17,married,rented,no,Financial_Analyst,Katihar,Bihar,6,11,0
81267,81268,6152756,49,3,married,rented,no,Psychologist,Surat,Gujarat,3,14,0
172815,172816,4417164,42,12,single,rented,no,Web_designer,Vellore,Tamil_Nadu,8,14,0
144174,144175,4375780,66,3,single,owned,no,Secretary,Bidar,Karnataka,3,10,0
27496,27497,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
89453,89454,4950300,66,20,single,rented,no,Architect,Bahraich,Uttar_Pradesh,4,11,0
16038,16039,5204951,21,12,single,rented,no,Lawyer,Nellore[14][15],Andhra_Pradesh,11,14,0
2382,2383,6392443,32,8,single,rented,no,Surveyor,North_Dumdum,West_Bengal,8,12,0
236486,236487,9513107,70,9,single,rented,yes,Air_traffic_controller,Secunderabad,Telangana,9,13,0
167438,167439,4269729,70,8,single,rented,yes,Fashion_Designer,Unnao,Uttar_Pradesh,8,13,0
127308,127309,1131868,46,10,single,rented,no,Geologist,Hazaribagh,Jharkhand,10,12,0
128567,128568,7693184,47,2,single,rented,yes,Official,Dhule,Maharashtra,2,13,0
23048,23049,2431771,24,10,married,rented,no,Civil_engineer,Muzaffarnagar,Uttar_Pradesh,10,12,0
137956,137957,6738140,65,4,single,rented,no,Consultant,Mahbubnagar,Telangana,4,13,0
52532,52533,1543486,44,7,single,rented,no,Designer,Haldia,West_Bengal,5,13,1
99479,99480,6910809,41,10,single,rented,yes,Artist,Indore,Madhya_Pradesh,5,12,0
